User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
1133,1,2006,3,13,07:41,$0.93,Swipe Transaction,-5475680618560174533,Dover,TN,37058.0,5942,,No
1290,2,2016,2,16,17:05,$33.41,Chip Transaction,8747461843636665967,Jacksonville,FL,32222.0,5411,,No
1722,3,2011,9,25,05:05,$17.15,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
376,0,2008,2,8,08:01,$145.91,Swipe Transaction,1913477460590765860,Antioch,TN,37013.0,5300,,No
1351,0,2014,9,20,13:04,$11.63,Online Transaction,-2042049018365856408, ONLINE,,,5815,,No
1851,1,2016,12,9,07:55,$22.64,Swipe Transaction,-7625710025415352717,Cullman,AL,35055.0,5300,,No
1236,1,2005,1,25,23:15,$177.65,Swipe Transaction,6698459923198770712,Palm Coast,FL,32137.0,4814,,No
1428,4,2002,9,2,07:28,$109.39,Swipe Transaction,4722913068560264812,Brighton,CO,80602.0,5411,,No
1483,3,2010,11,21,15:23,$48.29,Swipe Transaction,-3257690105422583143,Bakersfield,CA,93308.0,5912,,No
316,0,2019,4,17,06:10,$35.59,Online Transaction,8475032541207447973, ONLINE,,,4784,,No
622,0,2012,5,10,06:52,$1.23,Swipe Transaction,-6571010470072147219,Marina,CA,93933.0,5499,,No
1246,1,2008,12,30,15:02,$34.23,Swipe Transaction,3189517333335617109,New Brunswick,NJ,8901.0,5311,,No
1630,0,2001,6,19,07:04,$-79.00,Swipe Transaction,2027553650310142703,Godfrey,IL,62035.0,5541,,No
1337,0,2007,4,27,20:25,$19.53,Swipe Transaction,4722913068560264812,Memphis,TN,38119.0,5411,,No
1397,1,2015,7,24,06:06,$43.95,Online Transaction,4241336128694185533, ONLINE,,,4814,,No
102,3,2006,5,1,18:06,$22.50,Swipe Transaction,8594137918099237992,Westchester,IL,60154.0,7832,,No
1987,0,2018,10,31,10:52,$1.24,Chip Transaction,6666504894937430109,Midlothian,IL,60445.0,5499,,No
1958,4,2008,5,15,14:36,$14.59,Online Transaction,-2042049018365856408, ONLINE,,,5815,,No
800,0,2018,8,10,09:29,$2.45,Chip Transaction,-5475680618560174533,Los Angeles,CA,90019.0,5942,,No
1708,0,2002,2,1,11:11,$67.59,Swipe Transaction,1913477460590765860,Plantsville,CT,6479.0,5300,,No
1101,1,2013,7,19,16:52,$20.89,Swipe Transaction,7104072324879282828,Vacaville,CA,95687.0,4121,,No
1869,0,2012,5,28,13:29,$5.88,Swipe Transaction,3772807423763779987,Tacoma,WA,98445.0,5812,,No
1495,0,2019,7,6,09:47,$4.55,Chip Transaction,-8885472931588074276,Laurel Hill,NC,28351.0,5310,,No
476,1,2020,2,21,11:25,$8.80,Chip Transaction,97032797689821735,Laurel,MD,20724.0,5411,,No
1983,3,2016,3,21,15:54,$-100.00,Chip Transaction,1799189980464955940,Minden,LA,71055.0,5499,,No
1064,4,2005,1,16,14:32,$90.00,Swipe Transaction,1799189980464955940,Mount Gilead,OH,43338.0,5499,,No
896,3,2006,4,9,08:24,$2.51,Swipe Transaction,-1046622217034093949,Massillon,OH,44646.0,5812,,No
906,0,2013,10,20,11:29,$73.42,Swipe Transaction,-5581123930363301609,Vero Beach,FL,32962.0,5311,,No
980,0,2015,4,1,21:32,$29.30,Chip Transaction,-6452276754320203632,Novi,MI,48375.0,5813,,No
1868,1,2014,7,27,07:26,$3.78,Swipe Transaction,5452734709308013362,Dallas,TX,75206.0,5411,,No
1019,3,2014,1,25,08:37,$17.76,Swipe Transaction,-727612092139916043,Edinburgh,United Kingdom,,5411,,No
1135,0,2007,4,23,12:40,$100.00,Swipe Transaction,112925206871091074,Jefferson,NC,28640.0,5541,,No
1588,4,2008,12,27,13:59,$38.49,Swipe Transaction,97032797689821735,Dallas,TX,75227.0,5411,,No
1640,3,2005,1,10,09:43,$18.84,Swipe Transaction,6135208568923449408,Great Falls,MT,59404.0,9402,,No
1934,1,2016,9,19,22:38,$0.83,Chip Transaction,6666504894937430109,Rockingham,NC,28379.0,5499,"Bad PIN,",No
225,0,2012,2,14,02:47,$52.73,Online Transaction,736550520386002927, ONLINE,,,4900,,No
1412,3,2004,11,8,23:09,$0.51,Swipe Transaction,-6571010470072147219,Joplin,MO,64801.0,5499,,No
1221,4,2015,11,9,06:07,$8.59,Chip Transaction,-5674182088484202616,Hurst,TX,76054.0,5812,,No
1844,4,2006,9,18,21:15,$56.02,Online Transaction,4241336128694185533, ONLINE,,,4814,,No
112,0,2005,10,5,13:06,$-70.00,Swipe Transaction,-8254405722253003769,Georgetown,TX,78633.0,5499,,No
1159,0,2011,10,6,21:46,$-457.00,Swipe Transaction,5237739159769445856,Las Vegas,NV,89148.0,3775,,No
39,0,2017,2,21,11:53,$8.05,Chip Transaction,-8524600854292563351,Northborough,MA,1532.0,5411,,No
1816,0,2010,4,9,06:05,$40.25,Swipe Transaction,-7051934310671642798,Woodbine,NJ,8270.0,5310,,No
876,1,2004,9,14,22:14,$20.38,Online Transaction,-6160036380778658394, ONLINE,,,4121,,No
1657,3,2006,7,31,21:28,$52.06,Swipe Transaction,-9213491326391729034,Cincinnati,OH,45215.0,5813,,No
606,2,2014,6,2,00:15,$21.76,Swipe Transaction,2000530806230193758,Township Of Washington,NJ,7676.0,4900,,No
1927,1,2011,8,4,08:26,$208.42,Swipe Transaction,-4471611179495418392,Palm Bay,FL,32905.0,8021,,No
86,1,2015,2,11,21:02,$180.00,Chip Transaction,-4282466774399734331,Ortonville,MI,48462.0,4829,,No
47,3,2019,5,12,09:09,$4.95,Chip Transaction,2027553650310142703,Longwood,FL,32750.0,5541,,No
1446,3,2014,11,13,18:28,$34.12,Swipe Transaction,-3739862438923451178,Drasco,AR,72530.0,7832,,No
1882,0,2010,2,8,16:21,$130.47,Swipe Transaction,97032797689821735,Laguna Beach,CA,92651.0,5411,,No
806,0,2003,9,29,05:07,$60.00,Swipe Transaction,-4282466774399734331,Jacksonville,FL,32221.0,4829,,No
1779,1,1999,5,13,22:37,$75.72,Swipe Transaction,-3220758452254689706,Yorktown Heights,NY,10598.0,5311,,No
1383,2,2007,7,13,17:27,$16.31,Online Transaction,6455213054093379528, ONLINE,,,5815,,No
233,1,2012,4,26,09:38,$39.44,Swipe Transaction,-5475680618560174533,Chicago,IL,60625.0,5942,,No
1918,2,2003,2,19,15:57,$66.00,Swipe Transaction,-1288082279022882052,Bothell,WA,98021.0,5499,,No
1221,2,2017,6,20,06:42,$94.74,Swipe Transaction,2027553650310142703,Hurst,TX,76054.0,5541,,No
490,1,2005,3,25,08:39,$15.02,Swipe Transaction,-5467922351692495955,Pompano Beach,FL,33060.0,5912,,No
1897,0,2006,3,13,14:54,$-84.00,Swipe Transaction,1799189980464955940,Castle Rock,CO,80108.0,5499,,No
1111,2,2000,3,20,19:05,$19.54,Swipe Transaction,3548161690271765953,Bradenton,FL,34212.0,5813,,No
1033,3,2015,2,25,06:34,$15.73,Chip Transaction,486439526662965541,Vienna,VA,22182.0,5921,,No
1279,2,2012,8,24,14:47,$28.52,Online Transaction,-7421093378627544099, ONLINE,,,5311,,No
1218,2,2014,8,8,11:07,$39.28,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1061,1,2017,3,8,13:27,$7.33,Chip Transaction,-5407138151142847632,New Kensington,PA,15068.0,5812,,No
1537,2,2020,2,9,18:32,$47.85,Chip Transaction,-1447368256963880225,Miami,FL,33156.0,5300,,No
746,1,2009,1,11,16:15,$0.00,Swipe Transaction,-4282466774399734331,Detroit,MI,48207.0,4829,,No
1358,1,2012,1,28,16:36,$-66.00,Swipe Transaction,1799189980464955940,New Castle,IN,47362.0,5499,,No
1753,4,2009,1,24,08:15,$15.42,Swipe Transaction,2487010708994324531,Wauconda,IL,60084.0,4121,,No
1336,2,2017,4,29,11:28,$120.00,Chip Transaction,-4282466774399734331,Vacaville,CA,95687.0,4829,,No
1328,0,2015,8,1,19:26,$40.00,Swipe Transaction,-4282466774399734331,Tampa,FL,33605.0,4829,,No
1006,1,2019,3,13,23:41,$134.23,Chip Transaction,-6761066196029841443,Poughquag,NY,12570.0,5310,,No
8,0,2010,1,1,14:15,$40.40,Swipe Transaction,-2623489149487484644,Telford,PA,18969.0,5813,,No
990,2,2015,7,2,03:49,$77.96,Chip Transaction,5237739159769445856,Las Vegas,NV,89148.0,3775,,No
78,3,2015,2,22,03:16,$11.26,Swipe Transaction,-4082679335557022058,Edmond,OK,73034.0,5812,,No
144,1,2008,4,20,12:19,$94.00,Swipe Transaction,-1288082279022882052,Charlotte,NC,28226.0,5499,,No
66,0,2003,12,10,12:44,$31.06,Swipe Transaction,-9215875572236819,Gonzales,TX,78629.0,5310,,No
838,0,2017,12,17,19:02,$25.21,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
453,0,2011,6,4,11:05,$421.93,Swipe Transaction,6364369987822899173,Bellaire,TX,77401.0,4900,,No
406,0,2010,7,26,07:02,$100.00,Swipe Transaction,-4282466774399734331,Brooklyn,NY,11236.0,4829,,No
358,2,2017,4,4,14:05,$-51.00,Chip Transaction,-5162038175624867091,Byron,IL,61010.0,5541,,No
753,0,2010,5,29,08:22,$1.26,Swipe Transaction,-5475680618560174533,Stuart,NE,68780.0,5942,,No
633,2,2016,9,6,16:07,$79.00,Chip Transaction,1799189980464955940,Ludington,MI,49431.0,5499,,No
1059,2,2008,8,18,14:51,$7.48,Swipe Transaction,-5023497618971072366,Sioux Falls,SD,57110.0,5812,,No
1140,2,2011,6,10,03:07,$-314.00,Swipe Transaction,-1908131910424232363,Lincoln Park,MI,48146.0,3771,,No
764,0,2008,5,28,10:46,$3.70,Swipe Transaction,5480944067632994644,New York,NY,10003.0,5921,,No
1090,1,2014,6,7,16:09,$91.44,Swipe Transaction,6091778774361517457,Longs,SC,29568.0,5411,,No
44,0,2015,11,28,10:33,$16.21,Swipe Transaction,-6638494348365150366,Port Orange,FL,32128.0,5310,,No
1451,1,2012,4,29,20:08,$125.62,Swipe Transaction,-5581123930363301609,Hillsborough,NJ,8844.0,5311,,No
1005,0,2006,8,9,09:34,$29.81,Swipe Transaction,5232783853438142638,Orlando,FL,32808.0,5310,,No
584,0,2015,8,19,17:11,$8.70,Chip Transaction,5817218446178736267,Salisbury,NC,28147.0,5912,,No
1075,3,2009,5,8,15:22,$102.79,Swipe Transaction,-5467922351692495955,Clinton,TN,37716.0,5912,,No
1870,0,2012,9,6,08:19,$3.40,Swipe Transaction,-8377661325259099389,Oakland,CA,94621.0,5411,,No
1080,0,2005,9,16,13:44,$-89.00,Swipe Transaction,1799189980464955940,Merritt Island,FL,32953.0,5499,,No
1911,1,2002,8,10,10:54,$160.00,Swipe Transaction,-4282466774399734331,Kissimmee,FL,34746.0,4829,,No
1608,1,2013,4,11,06:58,$23.08,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
1761,1,2012,11,4,15:02,$84.93,Swipe Transaction,6042526206085641250,Cocoa,FL,32926.0,5912,,No
1880,0,2009,4,8,12:41,$27.78,Swipe Transaction,-2744911404133435018,Haymarket,VA,20169.0,5812,,No
1250,4,2009,1,16,18:57,$98.26,Swipe Transaction,-5162038175624867091,La Porte,TX,77571.0,5541,,No
1791,3,2008,3,4,14:29,$-68.00,Swipe Transaction,-5162038175624867091,Huntington,IN,46750.0,5541,,No
1683,2,1997,4,3,13:00,$200.00,Swipe Transaction,-4282466774399734331,Fargo,ND,58104.0,4829,,No
423,1,2009,3,15,08:20,$-89.00,Swipe Transaction,-1288082279022882052,Celina,OH,45822.0,5499,,No
1695,1,2012,4,14,08:30,$9.21,Swipe Transaction,6091778774361517457,Gaithersburg,MD,20879.0,5411,,No
1429,0,2019,9,27,06:25,$45.11,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
209,0,2017,8,16,06:48,$12.47,Chip Transaction,-6008214077773904525,Tulsa,OK,74110.0,5655,,No
1280,0,2012,11,1,06:38,$43.50,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
1733,1,2017,9,12,10:40,$180.00,Chip Transaction,-4282466774399734331,Naperville,IL,60540.0,4829,,No
986,1,2018,12,11,10:39,$80.00,Chip Transaction,-4282466774399734331,Hendersonville,NC,28792.0,4829,,No
658,4,2006,2,4,20:27,$198.85,Swipe Transaction,-1268031447826459210,Mount Kisco,NY,10549.0,5411,,No
1504,3,2017,1,7,15:15,$51.99,Swipe Transaction,97032797689821735,Springfield,MO,65803.0,5411,,No
258,0,2015,2,22,14:27,$41.91,Chip Transaction,-2532682281992688918,Hinsdale,NH,3451.0,4121,,No
1877,0,2016,8,12,15:42,$54.58,Chip Transaction,8569215534811834364,Bartlesville,OK,74003.0,5300,,No
1759,1,2016,2,18,16:22,$-80.00,Chip Transaction,-1288082279022882052,Jasper,AL,35504.0,5499,,No
838,2,2015,4,9,08:32,$37.08,Swipe Transaction,1913477460590765860,New Castle,IN,47362.0,5300,,No
1708,0,2006,7,11,21:51,$42.68,Swipe Transaction,-4500542936415012428,Old Saybrook,CT,6475.0,5814,,No
1588,0,2015,12,26,10:11,$2.19,Chip Transaction,7179601274196884138,Dallas,TX,75227.0,5812,,No
1952,0,2010,3,24,08:35,$1.16,Swipe Transaction,-4500542936415012428,Ridgewood,NJ,7450.0,5814,,No
462,1,2006,12,10,10:48,$10.88,Swipe Transaction,-1895820945597676398,Derby,KS,67037.0,5411,,No
487,0,2009,3,13,13:22,$12.30,Swipe Transaction,2153988705070258100,Doylestown,PA,18901.0,5411,,No
1482,3,2017,12,15,12:19,$10.76,Swipe Transaction,1913477460590765860,Hensley,AR,72065.0,5300,,No
1808,0,2016,4,3,12:13,$11.45,Chip Transaction,-4334232547381218591,Charlotte,NC,28215.0,5541,,No
1167,0,2011,12,7,13:33,$1.41,Swipe Transaction,6666504894937430109,Batesville,MS,38606.0,5499,,No
883,2,2010,12,4,17:06,$61.00,Swipe Transaction,2027553650310142703,Kirkland,WA,98034.0,5541,,No
1606,1,2010,6,19,07:28,$47.61,Swipe Transaction,4722913068560264812,Stockton,CA,95212.0,5411,,No
1621,2,2017,1,24,02:45,$10.12,Chip Transaction,3189517333335617109,Chicago,IL,60637.0,5311,,No
1974,0,2017,8,2,11:25,$118.28,Online Transaction,-7421093378627544099, ONLINE,,,5311,,No
122,1,2016,8,28,08:08,$4.26,Chip Transaction,2027553650310142703,Andover,KS,67002.0,5541,,No
1690,1,2011,11,3,11:06,$20.40,Swipe Transaction,-5475680618560174533,Old Fort,NC,28762.0,5942,,No
1647,1,2017,5,25,22:07,$261.49,Chip Transaction,6698459923198770712,Belmont,MA,2478.0,4814,,No
904,1,2009,7,28,07:26,$2.67,Swipe Transaction,6882551472640459815,Tucson,AZ,85746.0,5812,,No
1404,2,2012,9,24,15:09,$31.28,Swipe Transaction,-2913301440204078506,Lorain,OH,44052.0,5211,,No
1546,4,1995,12,4,10:24,$7.25,Swipe Transaction,-4334232547381218591,Stoneham,MA,2180.0,5541,,No
319,5,2016,9,22,22:39,$27.14,Chip Transaction,-3265671264153192329,San Francisco,CA,94131.0,7832,,No
1850,0,2017,11,9,15:55,$84.63,Chip Transaction,-5467922351692495955,Naperville,IL,60565.0,5912,,No
1240,1,2014,5,12,13:04,$50.10,Swipe Transaction,-3220758452254689706,Scottsdale,AZ,85251.0,5311,,No
1217,0,2016,1,6,10:27,$11.38,Chip Transaction,-6035332392926029059,Atlanta,GA,30313.0,5812,,No
1285,0,2016,7,6,12:54,$-52.00,Chip Transaction,-5162038175624867091,Naples,FL,34109.0,5541,,No
1173,3,2008,5,8,11:22,$19.26,Swipe Transaction,-5162038175624867091,Panama City,FL,32405.0,5541,,No
752,1,2018,5,20,07:55,$31.79,Online Transaction,7035602569409149834, ONLINE,,,5311,"Bad Card Number,",No
507,2,2008,6,12,16:55,$91.00,Swipe Transaction,-4334232547381218591,Chiefland,FL,32644.0,5541,,No
1805,0,2005,7,13,08:32,$1.91,Swipe Transaction,6666504894937430109,Drums,PA,18222.0,5499,,No
285,3,2010,8,26,08:59,$41.88,Online Transaction,-6458444334611773637, ONLINE,,,4784,,No
291,1,2014,9,1,12:33,$12.49,Swipe Transaction,97032797689821735,Farmington,MI,48335.0,5411,,No
1122,0,2003,9,23,05:52,$5.80,Online Transaction,7035602569409149834, ONLINE,,,5311,,No
1412,3,2010,10,21,10:06,$9.17,Swipe Transaction,-5475680618560174533,Camdenton,MO,65020.0,5942,,No
860,2,2018,10,17,13:15,$18.35,Chip Transaction,-2472481739355111587,Fontana,CA,92335.0,7538,,No
1429,2,2016,10,12,14:10,$32.05,Online Transaction,-2088492411650162548, ONLINE,,,4784,,No
330,0,2011,9,27,19:42,$40.37,Swipe Transaction,3824887304779489940,Musella,GA,31066.0,4121,,No
1487,1,2008,9,17,12:46,$74.04,Swipe Transaction,6277954688587863314,Henrico,VA,23228.0,5300,,No
140,0,2011,7,6,15:39,$57.88,Swipe Transaction,9057735476014445185,Fresno,CA,93702.0,5311,,No
1169,2,2018,8,16,06:38,$-86.00,Chip Transaction,1799189980464955940,Newburgh,NY,12550.0,5499,,No
984,2,2013,7,28,11:36,$60.00,Swipe Transaction,-4282466774399734331,El Cajon,CA,92021.0,4829,,No
1002,0,2009,7,27,12:58,$15.17,Swipe Transaction,3287141814524787803,Orlando,FL,32824.0,5812,,No
1366,1,2014,11,26,23:57,$113.61,Swipe Transaction,4751695835751691036,Seattle,WA,98168.0,5814,,No
1274,0,2012,12,11,07:09,$-64.00,Swipe Transaction,-1288082279022882052,Gainesville,FL,32608.0,5499,,No
432,1,2016,6,27,12:19,$52.77,Online Transaction,7035602569409149834, ONLINE,,,5311,,No
1780,0,2018,7,4,13:13,$7.09,Chip Transaction,7522433618679272954,Morris Plains,NJ,7950.0,5411,,No
1354,0,2013,3,21,08:52,$192.24,Swipe Transaction,1112200074027548448,Miami,FL,33175.0,8021,,No
240,1,2010,9,7,07:01,$4.93,Swipe Transaction,878534750241365141,Sherman Oaks,CA,91403.0,5812,,No
1247,0,2009,4,15,18:57,$20.66,Swipe Transaction,-4230377298273932588,Raymore,MO,64083.0,5310,,No
657,1,2013,5,17,12:17,$3.17,Swipe Transaction,1913477460590765860,Leland,NC,28451.0,5300,,No
1603,2,2006,10,5,12:24,$14.22,Online Transaction,6654290286221782850, ONLINE,,,4899,,No
143,0,2017,9,12,07:52,$7.04,Chip Transaction,-245178307025547046,Bradenton,FL,34208.0,5311,,No
1428,4,2003,10,31,07:00,$96.00,Swipe Transaction,4722913068560264812,Brighton,CO,80602.0,5411,,No
838,1,2002,10,6,22:09,$57.00,Swipe Transaction,1799189980464955940,Hartford City,IN,47348.0,5499,,No
1639,0,2009,1,16,11:28,$11.76,Swipe Transaction,97032797689821735,Centralia,WA,98531.0,5411,,No
1865,1,2007,9,14,11:13,$120.00,Swipe Transaction,-4282466774399734331,Naperville,IL,60540.0,4829,"Insufficient Balance,",No
1795,0,2007,7,21,15:08,$25.67,Swipe Transaction,-5162038175624867091,Paramus,NJ,7652.0,5541,,No
1629,0,2007,12,23,21:25,$7.29,Swipe Transaction,-5301608667305952918,Indianapolis,IN,46203.0,5921,,No
998,1,2011,2,6,07:01,$6.02,Swipe Transaction,9057735476014445185,Barnegat,NJ,8005.0,5311,,No
1337,0,2010,9,21,19:25,$72.00,Swipe Transaction,-5162038175624867091,Memphis,TN,38117.0,5541,,No
1332,2,2011,1,23,10:45,$2.29,Swipe Transaction,8382512527210187460,Crossville,TN,38555.0,5411,,No
100,4,2005,1,9,08:38,$7.59,Swipe Transaction,1799189980464955940,Cape Coral,FL,33914.0,5499,,No
570,0,2009,4,23,16:47,$14.57,Swipe Transaction,8080934608468946743,Omaha,NE,68108.0,5310,,No
430,1,2017,7,31,09:29,$141.06,Chip Transaction,1913477460590765860,Minneapolis,MN,55423.0,5300,,No
799,4,2015,5,13,10:08,$5.20,Chip Transaction,-5475680618560174533,North Hollywood,CA,91605.0,5942,,No
999,3,2012,3,2,22:01,$52.32,Swipe Transaction,4751695835751691036,Daytona Beach,FL,32118.0,5814,,No
1777,1,2013,6,12,21:08,$4.87,Swipe Transaction,5474320255037684877,Holly,MI,48442.0,5912,,No
1841,2,2010,8,31,12:17,$9.25,Swipe Transaction,6135208568923449408,Dearborn,MI,48126.0,9402,,No
243,1,2011,10,6,21:16,$-83.00,Swipe Transaction,-5162038175624867091,Pensacola,FL,32507.0,5541,,No
1777,0,2019,5,13,01:05,$19.94,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
482,0,2006,10,24,07:44,$100.00,Swipe Transaction,-5162038175624867091,Burlington,IA,52601.0,5541,,No
1575,3,2007,8,19,11:56,$0.00,Swipe Transaction,-4282466774399734331,Upper Marlboro,MD,20774.0,4829,,No
1150,1,2017,4,25,16:02,$68.65,Chip Transaction,2027553650310142703,Yorba Linda,CA,92886.0,5541,,No
910,1,2015,2,24,18:48,$83.56,Swipe Transaction,-6738340320657348028,Perkasie,PA,18944.0,7538,,No
1952,1,2002,4,26,18:28,$38.06,Swipe Transaction,-5162038175624867091,Ridgewood,NJ,7450.0,5541,,No
1546,4,2015,10,10,09:57,$7.21,Chip Transaction,6063085604115479353,Mira Loma,CA,91752.0,5921,,No
1810,0,2005,11,1,11:13,$12.23,Swipe Transaction,97032797689821735,Bluewater,NM,87005.0,5411,,No
1237,0,2012,3,25,21:06,$62.52,Swipe Transaction,2884193360641017720,Saint Louis,MO,63115.0,5311,,No
260,3,2017,3,7,07:53,$72.30,Chip Transaction,-3432554809844623246,Grantville,GA,30220.0,4111,,No
1539,2,2009,9,1,09:33,$66.00,Swipe Transaction,2027553650310142703,Everett,PA,15537.0,5541,,No
1545,3,2015,11,21,11:55,$154.63,Online Transaction,4241336128694185533, ONLINE,,,4814,,No
1249,0,2007,8,8,08:17,$78.57,Swipe Transaction,-1884599861292617731,Warsaw,IN,46581.0,4111,,No
1019,0,2014,11,17,13:53,$112.60,Swipe Transaction,3397452747792109772,Tulsa,OK,74137.0,5541,,No
1904,1,2015,7,27,11:08,$9.16,Chip Transaction,4722913068560264812,Elk Grove,CA,95624.0,5411,,No
1748,0,2017,7,27,08:52,$33.42,Chip Transaction,618094043343273707,Dickinson,TX,77539.0,5912,,No
1452,3,2008,1,29,04:52,$0.87,Swipe Transaction,6666504894937430109,Alsip,IL,60803.0,5499,,No
1606,2,2015,5,17,07:50,$11.40,Chip Transaction,-5162038175624867091,Stockton,CA,95210.0,5541,,No
480,0,2019,2,7,09:51,$18.65,Online Transaction,-6160036380778658394, ONLINE,,,4121,"Technical Glitch,",No
107,1,2014,11,5,07:31,$33.27,Online Transaction,8475032541207447973, ONLINE,,,4784,,No
988,0,2009,3,6,20:37,$57.92,Swipe Transaction,-4500542936415012428,Corona Del Mar,CA,92625.0,5814,,No
836,0,2010,4,18,14:23,$20.00,Swipe Transaction,-4282466774399734331,Upper Sandusky,OH,43351.0,4829,,No
767,0,2014,6,28,15:59,$27.46,Swipe Transaction,6563701552376022258,Tapei,Taiwan,,7230,"Technical Glitch,",No
1954,0,2018,3,24,13:42,$12.42,Online Transaction,-7421093378627544099, ONLINE,,,5311,,No
1775,1,2018,7,28,13:49,$47.69,Online Transaction,8744048232142204, ONLINE,,,7801,,No
895,0,2012,8,31,09:36,$33.53,Online Transaction,4241336128694185533, ONLINE,,,4814,,No
1188,0,2012,5,13,19:49,$19.17,Swipe Transaction,6055192220483718647,Colorado Springs,CO,80913.0,5812,,No
1380,0,1994,7,20,08:15,$-54.00,Swipe Transaction,2027553650310142703,Port Orchard,WA,98367.0,5541,,No
729,8,2016,1,25,14:00,$831.01,Chip Transaction,-3796620483240753238,Black Diamond,WA,98010.0,3256,,No
554,0,2017,6,25,07:11,$61.95,Swipe Transaction,1799189980464955940,Bastrop,TX,78602.0,5499,,No
75,2,2008,5,10,13:40,$3.04,Swipe Transaction,-5475680618560174533,Fayette,AL,35555.0,5942,,No
1382,0,2017,5,9,06:54,$132.64,Chip Transaction,1483965519582377079,Wilmer,TX,75172.0,8043,,No
1057,1,2015,12,26,17:34,$33.06,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
5,2,2016,1,2,16:59,$60.00,Chip Transaction,-4282466774399734331,Cedarburg,WI,53012.0,4829,,No
1342,0,2012,10,12,13:49,$5.99,Swipe Transaction,-7477373437404770648,Keller,TX,76248.0,5300,,No
1021,1,2015,10,26,07:38,$0.43,Swipe Transaction,-6571010470072147219,Rural Valley,PA,16249.0,5499,,No
1039,3,2009,2,10,02:37,$63.08,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
1607,5,2013,6,23,13:26,$9.35,Swipe Transaction,-5023497618971072366,El Paso,TX,79928.0,5812,,No
805,3,2001,1,2,07:30,$52.67,Swipe Transaction,112925206871091074,Philadelphia,PA,19146.0,5541,,No
1025,4,2019,2,4,15:30,$23.75,Online Transaction,-5841929396161652653, ONLINE,,,4121,,No
832,1,2002,12,31,19:29,$47.68,Online Transaction,31551052261259716, ONLINE,,,4784,,No
1955,1,2010,1,29,09:21,$89.39,Swipe Transaction,-1691945756906206289,Omaha,NE,68164.0,5310,,No
1719,2,2018,2,4,07:09,$2.41,Chip Transaction,97032797689821735,Wellsville,OH,43968.0,5411,,No
404,2,2018,7,28,06:09,$2.97,Chip Transaction,-1288082279022882052,Buffalo,NY,14215.0,5499,,No
135,0,2010,7,29,09:01,$3.09,Swipe Transaction,97032797689821735,North Fort Myers,FL,33903.0,5411,,No
1975,0,2016,1,15,15:07,$31.70,Swipe Transaction,-3468040220752925377,Baltimore,MD,21239.0,5411,,No
824,1,2001,12,26,16:03,$13.28,Swipe Transaction,4984152927139388719,Tampa,FL,33610.0,7542,,No
1436,0,2013,4,18,07:54,$3.23,Swipe Transaction,-2652962357109925566,Sutersville,PA,15083.0,5812,,No
553,3,2007,2,17,08:10,$4.35,Swipe Transaction,2704513790782595460,Poughkeepsie,NY,12603.0,5812,,No
1889,1,2012,4,10,12:16,$32.63,Swipe Transaction,-2351259292241170740,Waukegan,IL,60085.0,5411,,No
702,2,2019,9,22,16:36,$36.95,Chip Transaction,2475974851619231059,Perth Amboy,NJ,8861.0,5411,,No
162,0,1997,10,11,20:45,$56.68,Swipe Transaction,5474320255037684877,Lenoir,NC,28645.0,5912,"Insufficient Balance,",No
440,3,2010,8,1,07:30,$16.39,Swipe Transaction,6135208568923449408,Memphis,TN,38134.0,9402,,No
1758,1,2011,9,18,08:12,$15.71,Swipe Transaction,7145736684866660022,Lynwood,CA,90262.0,5251,,No
1032,1,2006,5,22,14:09,$80.00,Swipe Transaction,-4282466774399734331,Oklahoma City,OK,73112.0,4829,,No
1336,2,2019,2,16,07:35,$2.31,Chip Transaction,97032797689821735,Somerset,CA,95684.0,5411,,No
103,2,2016,11,7,07:52,$34.46,Chip Transaction,-8099112484004673191,Howard Beach,NY,11414.0,7349,,No
1520,2,2011,3,17,15:00,$90.23,Swipe Transaction,-3345936507911876459,Norwalk,CT,6854.0,7538,,No
1274,0,2008,11,24,07:02,$-87.00,Swipe Transaction,-1288082279022882052,Gainesville,FL,32608.0,5499,,No
986,3,2012,3,3,10:09,$60.00,Swipe Transaction,-4282466774399734331,Hendersonville,NC,28792.0,4829,,No
695,3,2020,1,5,17:09,$28.20,Chip Transaction,-4317138273541964845,Madison,TN,37115.0,5211,,No
835,1,2018,10,6,22:03,$37.17,Chip Transaction,-1288082279022882052,Bronx,NY,10456.0,5499,,No
1324,0,2011,8,14,09:17,$2.82,Swipe Transaction,-5475680618560174533,San Benito,TX,78586.0,5942,,No
973,1,2010,7,26,23:00,$206.47,Online Transaction,2103852085786612931, ONLINE,,,4900,,No
966,1,2013,10,5,20:48,$11.10,Swipe Transaction,4924642223703921044,East Hampton,NY,11937.0,5921,,No
